locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
25375000-NE-Left,25375000,6010629.90994,2120438.00813,CHILD ST: TELEGRAPH PL intersection,NE,Left,37.80288908767052,-122.407482769718,11/10/2020 06:44:16 AM,29081.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.802889087670515, -122.407482769718)",3.0,1.0,10.0,308.0,23.0
26235000-NW-Left,26235000,5997287.30474,2101255.75023,PANORAMA DR: STARVIEW WAY intersection,NW,Left,37.74935076318741,-122.4521226256184,11/10/2020 06:44:16 AM,34039.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.74935076318741, -122.45212262561841)",1.0,5.0,4.0,63.0,38.0
20575000-W-Right,20575000,6012137.96696,2091439.97196,PAUL AVE: WHEAT ST intersection,W,Right,37.72344676763724,-122.40007300181604,11/10/2020 06:44:16 AM,2781.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.723446767637235, -122.40007300181605)",10.0,3.0,8.0,58.0,1.0
23836000-E-Left,23836000,6013688.01078,2112064.1525,WELSH ST: ZOE ST intersection,E,Left,37.78009643636928,-122.3963062040548,11/10/2020 06:44:16 AM,21022.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.78009643636928, -122.39630620405481)",6.0,2.0,9.0,28856.0,34.0
22894000-NE-Right,22894000,5994532.68918,2100239.79393,MAGELLAN AVE: PACHECO ST intersection,NE,Right,37.74636150034791,-122.46171003585464,11/10/2020 06:44:16 AM,15282.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74636150034791, -122.46171003585465)",1.0,8.0,4.0,29491.0,40.0
21823000-SE-Left,21823000,6005040.00839,2095258.60901,GENEBERN WAY: MURRAY ST intersection,SE,Left,37.733548036833405,-122.42503468928624,11/10/2020 06:44:16 AM,9617.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.733548036833405, -122.42503468928625)",2.0,7.0,7.0,28861.0,2.0
26888000-NW-Right,26888000,5999662.30622,2117417.94396,BAKER ST: VALLEJO ST intersection,NW,Right,37.79396272008616,-122.44503534582935,11/10/2020 06:44:16 AM,38268.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.793962720086164, -122.44503534582937)",13.0,9.0,1.0,57.0,27.0
27796000-SE-Left,27796000,5983414.48078,2105580.37118,41ST AVE: JUDAH ST intersection,SE,Left,37.76066130704039,-122.50056732694,11/10/2020 06:44:16 AM,44274.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.76066130704039, -122.50056732693999)",1.0,8.0,3.0,56.0,35.0
22120000-NE-Right,22120000,6000071.48191,2093323.78053,PAULDING ST: RALEIGH ST intersection,NE,Right,37.72779887052236,-122.44193444870072,11/10/2020 06:44:16 AM,11304.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.727798870522356, -122.44193444870072)",9.0,7.0,6.0,28861.0,25.0
27890000-SW-Left,27890000,5984680.52155,2112426.64095,36TH AVE: GEARY BLVD intersection,SW,Left,37.77955056806027,-122.49652386874207,11/10/2020 06:44:16 AM,44919.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.77955056806027, -122.49652386874207)",11.0,6.0,2.0,55.0,26.0
24936000-NW-Right,24936000,6008906.62894,2113915.95949,ELLIS ST: JONES ST intersection,NW,Right,37.784866231304605,-122.41278212835071,11/10/2020 06:44:16 AM,26968.0,0,,,,,,1.0,,,,,,,,,,,,,,,Y32,0,"(37.784866231304605, -122.41278212835073)",7.0,10.0,9.0,28852.0,36.0
24922000-N-Right,24922000,6009581.84281,2112978.52502,06TH ST: GOLDEN GATE AVE \ MARKET ST \ TAYLOR ST intersection,N,Right,37.78223056132795,-122.41029202659904,11/10/2020 06:44:16 AM,26878.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.78223056132795, -122.41029202659905)",14.0,2.0,9.0,28853.0,34.0
20964000-SE-Left-BT,20964000,6006776.47998,2093078.30497,CAMBRIDGE ST: SILLIMAN ST intersection,SE,Left,37.72762660750617,-122.41890005171425,11/10/2020 06:44:16 AM,4860.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72762660750617, -122.41890005171423)",9.0,3.0,7.0,309.0,5.0
22455000-W-Left,22455000,5995896.49059,2086626.57542,CAYUGA AVE: REGENT ST intersection,W,Left,37.7092136744333,-122.45580719632366,11/10/2020 06:44:16 AM,12924.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.7092136744333, -122.45580719632366)",9.0,7.0,6.0,28861.0,25.0
20410000-SE-Left,20410000,6007959.58195,2087802.88508,SAWYER ST: VISITACION AVE intersection,SE,Left,37.71324662727284,-122.41436981243012,11/10/2020 06:44:16 AM,1822.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71324662727284, -122.41436981243011)",9.0,7.0,8.0,309.0,39.0
21860000-NW-Left,21860000,6003508.2959,2095015.4763,MIRANDO WAY: ROUSSEAU ST intersection,NW,Left,37.73263014367953,-122.43017784195015,11/10/2020 06:44:16 AM,9803.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73263014367953, -122.43017784195015)",9.0,7.0,5.0,28861.0,25.0
23429000-SW-Left,23429000,5983976.39632,2096764.71066,40TH AVE: WAWONA ST intersection,SW,Left,37.73646438993657,-122.49779796664932,11/10/2020 06:44:16 AM,18559.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73646438993657, -122.49779796664932)",1.0,8.0,3.0,29491.0,35.0
21342000-SW-Right,21342000,6006794.57673,2100837.96301,26TH ST: BARTLETT ST intersection,SW,Right,37.74897376930812,-122.41924664111174,11/10/2020 06:44:16 AM,6870.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.748973769308115, -122.41924664111174)",2.0,4.0,7.0,28859.0,19.0
25064000-SE-Left,25064000,6009841.66841,2118094.81301,PACIFIC AVE: POWELL ST intersection,SE,Left,37.79649274810392,-122.4100759702429,11/10/2020 06:44:16 AM,27527.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.79649274810392, -122.4100759702429)",3.0,1.0,10.0,308.0,4.0
21950000-SW-Left,21950000,6003236.16357,2097053.24191,DIGBY ST: EVERSON ST intersection,SW,Left,37.73835693232338,-122.43124187651748,11/10/2020 06:44:16 AM,10378.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.738356932323384, -122.43124187651748)",2.0,7.0,5.0,63.0,7.0
22274000-NW-Right,22274000,6000097.02877,2095495.25618,CONGO ST: MELROSE AVE intersection,NW,Right,37.7338115744487,-122.4420052737219,11/10/2020 06:44:16 AM,12124.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.7338115744487, -122.4420052737219)",9.0,7.0,4.0,63.0,40.0
20034000-W-Right,20034000,6020757.70268,2093146.01514,CLEO RAND AVE: DONAHUE ST intersection,W,Right,37.72856816221541,-122.37035235112955,11/10/2020 06:44:16 AM,65.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.72856816221541, -122.37035235112955)",10.0,3.0,8.0,58.0,1.0
21313000-S-Left,21313000,6006516.2036,2098098.0177,EUGENIA AVE: PROSPECT AVE intersection,S,Left,37.74146456326861,-122.4200514585057,11/10/2020 06:44:16 AM,6696.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.74146456326861, -122.4200514585057)",2.0,7.0,7.0,28859.0,2.0
20304000-N-Left,20304000,6011543.99341,2088813.75642,ALPHA ST: GOETTINGEN ST \ WILDE AVE intersection,N,Left,37.71606051172768,-122.4020908288199,11/10/2020 06:44:16 AM,1293.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.716060511727676, -122.4020908288199)",10.0,7.0,8.0,309.0,39.0
23161000-NW-Left,23161000,5990433.42573,2098410.41308,19TH AVE: ULLOA ST intersection,NW,Left,37.741186625394604,-122.47553978742444,11/10/2020 06:44:16 AM,16761.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.741186625394604, -122.47553978742445)",1.0,8.0,4.0,29491.0,40.0
21176000-SW-Right,21176000,6008193.25963,2100021.08505,BESSIE ST: MANCHESTER ST intersection,SW,Right,37.74676645483069,-122.4143332899615,11/10/2020 06:44:16 AM,5961.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.74676645483069, -122.4143332899615)",2.0,7.0,7.0,28859.0,2.0
27854000-E-Right,27854000,5985678.41555,2112508.77399,33RD AVE: GEARY BLVD intersection,E,Right,37.77968835555262,-122.49329725723884,11/10/2020 06:44:16 AM,51857.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.77968835555262, -122.49329725723884)",11.0,6.0,2.0,55.0,26.0
23156000-SW-Left,23156000,5991059.70991,2098367.79079,17TH AVE: ULLOA ST intersection,SW,Left,37.74128305145945,-122.47342299269908,11/10/2020 06:44:16 AM,16731.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74128305145945, -122.47342299269908)",1.0,8.0,4.0,29491.0,40.0
24011000-NE-Right,24011000,6009843.71335,2105515.77879,18TH ST: YORK ST intersection,NE,Right,37.7618173026851,-122.40915675473332,11/10/2020 06:44:16 AM,22087.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.7618173026851, -122.40915675473332)",8.0,4.0,8.0,28859.0,19.0
22371000-SW-Right,22371000,5997706.02831,2097526.42009,MYRA WAY: OMAR WAY intersection,SW,Right,37.73933838124858,-122.4504233083995,11/10/2020 06:44:16 AM,12553.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.73933838124858, -122.4504233083995)",9.0,7.0,4.0,59.0,40.0
24760000-NE-Right,24760000,6012161.50235,2118462.41464,PACIFIC AVE: SANSOME ST intersection,NE,Right,37.79750493057399,-122.40204098331728,11/10/2020 06:44:16 AM,26185.0,0,,,,,,1.0,,,,,,,,,,,,,,,Y32,0,"(37.797504930573986, -122.40204098331728)",3.0,1.0,10.0,28860.0,4.0
25321000-SW-Left,25321000,6010779.74822,2118561.34554,BROADWAY: COLUMBUS AVE intersection,SW,Left,37.79786459875161,-122.40666793089892,11/10/2020 06:44:16 AM,28872.0,0,,,,,,,,,,,,,,,,,,,,,Y32,0,"(37.79786459875161, -122.40666793089893)",3.0,1.0,10.0,308.0,4.0
20178000-W-Right,20178000,6018687.52571,2097045.29179,JENNINGS ST: NEWHALL ST intersection,W,Right,37.739220495358055,-122.37772236980776,11/10/2020 06:44:16 AM,702.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.739220495358055, -122.37772236980777)",10.0,3.0,8.0,58.0,1.0
27026000-SE-Left,27026000,5998980.26657,2120184.27963,BAY ST: LYON ST \ PALACE DR intersection,SE,Left,37.80163319449272,-122.44781957305528,11/10/2020 06:44:16 AM,39143.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.801633194492716, -122.44781957305528)",13.0,9.0,1.0,57.0,17.0
20476000-NW-Right,20476000,6012927.37549,2090548.7746,CARR ST: SALINAS AVE intersection,NW,Right,37.72092960513385,-122.39727098197284,11/10/2020 06:44:16 AM,2206.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72092960513385, -122.39727098197284)",10.0,3.0,8.0,58.0,1.0
23710000-SE-Right,23710000,6011988.14016,2102783.70387,23RD ST: RHODE ISLAND ST intersection,SE,Right,37.754570541708574,-122.40158938872456,11/10/2020 06:44:16 AM,20247.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.754570541708574, -122.40158938872456)",10.0,3.0,8.0,28856.0,29.0
23975000-NW-Left,23975000,6008962.43854,2101600.36339,25TH ST: HARRISON ST intersection,NW,Left,37.75103388077022,-122.41174622483469,11/10/2020 06:44:16 AM,21824.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75103388077022, -122.41174622483469)",2.0,4.0,7.0,28859.0,19.0
33023000-SW-Left,33023000,6004590.89151,2106306.44551,ABBEY ST: CHULA LN intersection,SW,Left,37.763798291130655,-122.427240110582,11/10/2020 06:44:16 AM,47117.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.763798291130655, -122.427240110582)",8.0,4.0,5.0,28862.0,3.0
20203000-S-Right,20203000,6016737.29241,2097667.68786,EVANS AVE: MENDELL ST intersection,S,Right,37.74089750319354,-122.38470554019835,11/10/2020 06:44:16 AM,796.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y30,0,"(37.74089750319354, -122.38470554019835)",10.0,3.0,8.0,58.0,1.0
21969000-NW-Left,21969000,6001929.46638,2096233.16645,SURREY ST: VAN BUREN ST intersection,NW,Left,37.735888530823885,-122.43583754288142,11/10/2020 06:44:16 AM,10477.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.735888530823885, -122.43583754288142)",2.0,7.0,5.0,63.0,7.0
20854000-SW-Left,20854000,6009391.73492,2090516.78582,DARTMOUTH ST: OLMSTEAD ST intersection,SW,Left,37.72076872726923,-122.40950657151136,11/10/2020 06:44:16 AM,4181.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72076872726923, -122.40950657151137)",9.0,3.0,7.0,309.0,28.0
26452000-NW-Right,26452000,5998424.76047,2110725.12696,FULTON ST: LOYOLA TER intersection,NW,Right,37.77549903943726,-122.44884990037109,11/10/2020 06:44:16 AM,35316.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.77549903943726, -122.44884990037109)",15.0,5.0,2.0,29492.0,16.0
20725000-NW-Left,20725000,6013443.10609,2100118.06222,EVANS AVE: NAPOLEON ST \ TOLAND ST intersection,NW,Left,37.74726233470391,-122.39600861313257,11/10/2020 06:44:16 AM,3567.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.747262334703905, -122.39600861313255)",10.0,3.0,8.0,58.0,1.0
23440000-SW-Left,23440000,5983907.13169,2098798.43953,40TH AVE: TARAVAL ST intersection,SW,Left,37.7420556616645,-122.49818952704292,11/10/2020 06:44:16 AM,18634.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.7420556616645, -122.49818952704292)",1.0,8.0,3.0,29491.0,35.0
21272000-NW-Right,21272000,6007798.4494,2099457.98152,BONVIEW ST: COSO AVE \ STONEMAN ST intersection,NW,Right,37.74510345265991,-122.4156929677259,11/10/2020 06:44:16 AM,6513.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.74510345265991, -122.4156929677259)",2.0,7.0,7.0,28859.0,2.0
21996000-NW-Right,21996000,6001238.87688,2096911.18117,ARBOR ST: SWISS AVE intersection,NW,Right,37.737722516547,-122.438208521622,11/10/2020 06:44:16 AM,10605.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.737722516546995, -122.43820852162199)",2.0,7.0,5.0,63.0,7.0
26189000-NW-Right,26189000,5999713.46327,2105501.25257,CORBETT AVE: DANVERS ST intersection,NW,Right,37.76128190915044,-122.44400802604925,11/10/2020 06:44:16 AM,33833.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.76128190915044, -122.44400802604923)",15.0,5.0,5.0,28862.0,3.0
20827000-NE-Left,20827000,6010368.46328,2099285.52058,BREWSTER ST: COSTA ST intersection,NE,Left,37.74481178144666,-122.40689586126535,11/10/2020 06:44:16 AM,4064.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74481178144666, -122.40689586126535)",2.0,7.0,7.0,28859.0,2.0
22111000-E-Left,22111000,6000776.91521,2093239.78037,DELANO AVE: SANTA YSABEL AVE intersection,E,Left,37.72768963837093,-122.43968067008716,11/10/2020 06:44:16 AM,11255.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.72768963837093, -122.43968067008717)",9.0,7.0,6.0,28861.0,25.0
24966000-SE-Right,24966000,6008973.58189,2115047.88931,COSMO PL: OPHIR ALY intersection,SE,Right,37.788036667817686,-122.4127967525872,11/10/2020 06:44:16 AM,51202.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.788036667817686, -122.4127967525872)",5.0,1.0,10.0,28852.0,21.0
30746000-NW-Right,30746000,6007409.53717,2110922.1475,10TH ST: FELL ST \ MARKET ST \ POLK ST intersection,NW,Right,37.776540879636464,-122.41750146269416,11/10/2020 06:44:16 AM,51969.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.776540879636464, -122.41750146269415)",8.0,2.0,9.0,28853.0,36.0
32949000-SW-Left,32949000,5998066.52201,2103539.3313,FARVIEW CT: MARVIEW WAY intersection,SW,Left,37.75588381655395,-122.449575952455,11/10/2020 06:44:16 AM,46951.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.75588381655395, -122.44957595245499)",1.0,5.0,4.0,63.0,38.0
26224000-E-Right,26224000,5998115.44317,2102928.47294,AQUAVISTA WAY: MARVIEW WAY intersection,E,Right,37.75413975313676,-122.44956737187736,11/10/2020 06:44:16 AM,34002.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.754139753136755, -122.44956737187735)",1.0,5.0,4.0,63.0,38.0
21114000-SW-Right,21114000,6010191.29205,2099500.74456,FRANCONIA ST: RUTLEDGE ST intersection,SW,Right,37.74547615643148,-122.40736699733196,11/10/2020 06:44:16 AM,5618.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.74547615643148, -122.40736699733196)",2.0,7.0,7.0,28859.0,2.0
24875000-SW-Right,24875000,6011273.00642,2121066.96455,CHESTNUT ST: MONTGOMERY ST intersection,SW,Right,37.804763198572616,-122.40517353688163,11/10/2020 06:44:16 AM,26618.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.804763198572616, -122.40517353688163)",3.0,1.0,10.0,28860.0,23.0
24306000-E-Left,24306000,6008639.72691,2110477.64157,09TH ST: NATOMA ST intersection,E,Left,37.775436968451714,-122.413718153252,11/10/2020 06:44:16 AM,23919.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.775436968451714, -122.413718153252)",8.0,2.0,9.0,28853.0,34.0
26911000-SE-Right,26911000,5998432.2493,2114028.3218,EUCLID AVE: LAUREL ST intersection,SE,Right,37.78468841511991,-122.44926959679673,11/10/2020 06:44:16 AM,38371.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.78468841511991, -122.44926959679671)",15.0,6.0,1.0,54.0,31.0
26882000-NE-Right,26882000,6000236.02718,2117156.99894,BROADWAY: BRODERICK ST intersection,NE,Right,37.793224228050846,-122.44319223713715,11/10/2020 06:44:16 AM,38224.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.793224228050846, -122.44319223713715)",13.0,9.0,1.0,29490.0,27.0
26327000-NE-Left,26327000,6000322.14742,2109604.90709,LYON ST: OAK ST intersection,NE,Left,37.77250430215213,-122.4423779768931,11/10/2020 06:44:16 AM,34473.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.77250430215213, -122.4423779768931)",15.0,5.0,11.0,29492.0,8.0
20865000-NW-Right,20865000,6009533.54074,2091085.11375,BOWDOIN ST: DWIGHT ST intersection,NW,Right,37.72222970687305,-122.40901985180264,11/10/2020 06:44:16 AM,4238.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.72222970687305, -122.40901985180263)",10.0,3.0,7.0,309.0,28.0
24801000-NW-Left,24801000,6013040.46778,2119291.61081,DAVIS ST: VALLEJO ST intersection,NW,Left,37.79982887340216,-122.39888266228584,11/10/2020 06:44:16 AM,26375.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.799828873402156, -122.39888266228583)",3.0,1.0,10.0,28860.0,6.0
22387000-NW-Left,22387000,5996724.69431,2095308.20603,MANGELS AVE: MELROSE AVE intersection,NW,Left,37.73299348180221,-122.4538555973756,11/10/2020 06:44:16 AM,12628.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73299348180221, -122.4538555973756)",9.0,7.0,4.0,59.0,40.0
24987000-SW-Right,24987000,6010726.43862,2117238.44235,CLAY ST: WAVERLY PL intersection,SW,Right,37.79419794333609,-122.4068212165595,11/10/2020 06:44:16 AM,27205.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.79419794333609, -122.4068212165595)",3.0,1.0,10.0,28857.0,4.0
21278000-E-Left,21278000,6007714.73893,2099503.17139,COSO AVE: ELSIE ST intersection,E,Left,37.74525272952207,-122.41610340923602,11/10/2020 06:44:16 AM,6528.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.745252729522065, -122.41610340923602)",2.0,7.0,7.0,28859.0,2.0
22359000-SW-Center-BT,22359000,5997447.670884,2095521.665901,GENNESSEE ST: MELROSE AVE intersection,SW,Center,37.73380153533744,-122.45116854033026,11/10/2020 06:44:16 AM,52399.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.73380153533744, -122.45116854033026)",9.0,7.0,4.0,59.0,40.0
22691000-NW-Right,22691000,5993478.84352,2089852.67396,HEAD ST: SHIELDS ST intersection,NW,Right,37.71792408848547,-122.46443986055554,11/10/2020 06:44:16 AM,14160.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.71792408848547, -122.46443986055554)",9.0,8.0,6.0,64.0,24.0
20323000-SE-Left,20323000,6011522.47279,2087829.70392,SAN BRUNO AVE: SOMERSET ST intersection,SE,Left,37.71350818948825,-122.40209579527422,11/10/2020 06:44:16 AM,1388.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71350818948825, -122.40209579527422)",9.0,7.0,8.0,309.0,39.0
21395000-SW-Left,21395000,6001863.439219,2087083.383179,CORDOVA ST: MUNICH ST intersection,SW,Left,37.71090456751821,-122.43526390341982,11/10/2020 06:44:16 AM,51524.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71090456751821, -122.43526390341982)",9.0,7.0,6.0,28861.0,5.0
21619000-N-Right,21619000,6004738.86726,2091280.32104,EXCELSIOR AVE: INA CT \ MUNICH ST intersection,N,Right,37.72243536721111,-122.4256495761529,11/10/2020 06:44:16 AM,8351.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.722435367211105, -122.4256495761529)",9.0,7.0,6.0,28861.0,5.0
27270000-NW-Left,27270000,5994087.049,2110778.53532,06TH AVE: CABRILLO ST intersection,NW,Left,37.77536895329804,-122.46387552620462,11/10/2020 06:44:16 AM,40583.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.77536895329804, -122.46387552620462)",11.0,6.0,2.0,54.0,11.0
26239000-E-Right,26239000,5997490.86043,2102270.79807,PANORAMA DR: STARVIEW WAY intersection,E,Right,37.75229928377594,-122.4516873701133,11/10/2020 06:44:16 AM,34056.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.75229928377594, -122.4516873701133)",1.0,5.0,4.0,63.0,38.0
20890000-SE-Right,20890000,6009769.64263,2092557.48613,BACON ST: HOLYOKE ST intersection,SE,Right,37.726341460377576,-122.40854163846976,11/10/2020 06:44:16 AM,4411.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.726341460377576, -122.40854163846976)",10.0,3.0,7.0,309.0,28.0
27139000-NE-Left,27139000,5991943.64318,2103885.02778,14TH AVE: MORAGA ST intersection,NE,Left,37.756352309932346,-122.47092576521106,11/10/2020 06:44:16 AM,39712.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.756352309932346, -122.47092576521106)",1.0,8.0,4.0,56.0,12.0
21821000-SE-Right,21821000,6005489.10165,2096393.05195,LEESE ST: PARK ST intersection,SE,Right,37.736690120744896,-122.42364033300932,11/10/2020 06:44:16 AM,9611.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.736690120744896, -122.42364033300933)",2.0,7.0,7.0,28859.0,2.0
20913000-NE-Left,20913000,6009047.66704,2092859.04983,BOWDOIN ST: BURROWS ST intersection,NE,Left,37.727026310328654,-122.41100774173724,11/10/2020 06:44:16 AM,4561.0,0,,,,,,,,,,,,,,,,,,,,,Y30,0,"(37.727026310328654, -122.41100774173724)",9.0,3.0,7.0,309.0,28.0
23431000-E-Left,23431000,5983605.88295,2095995.24632,41ST AVE: SLOAT BLVD intersection,E,Left,37.7343116025682,-122.499196335721,11/10/2020 06:44:16 AM,50434.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.7343116025682, -122.499196335721)",1.0,8.0,4.0,64.0,14.0
22980000-SE-Right,22980000,5993557.89389,2100766.98513,09TH AVE: MESA AVE intersection,SE,Right,37.74800669531548,-122.46517759143232,11/10/2020 06:44:16 AM,15809.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.74800669531548, -122.46517759143231)",1.0,8.0,4.0,29491.0,40.0
34007000-NW-Left,34007000,6012519.90747,2093082.84138,LYDIA AVE: NEWHALL ST intersection,NW,Left,37.72783624010848,-122.39888519863348,11/10/2020 06:44:16 AM,48817.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.72783624010848, -122.39888519863347)",10.0,3.0,8.0,58.0,1.0
24010000-NE-Right,24010000,6010125.32827,2105528.97824,18TH ST: HAMPSHIRE ST intersection,NE,Right,37.76187571834619,-122.40818656354216,11/10/2020 06:44:16 AM,22079.0,0,,,,,,,,,,,,,,,,,,,,,Y40,0,"(37.76187571834619, -122.40818656354217)",8.0,4.0,8.0,28859.0,19.0
23431000-W-Right,23431000,5983543.5714,2096031.57728,41ST AVE: SLOAT BLVD intersection,W,Right,37.7343116025682,-122.499196335721,11/10/2020 06:44:16 AM,50433.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.7343116025682, -122.499196335721)",1.0,8.0,4.0,64.0,14.0
21711000-E-Right,21711000,6002818.98232,2090154.9391,NAPLES ST: RUSSIA AVE intersection,E,Right,37.71929844866277,-122.43238518661894,11/10/2020 06:44:16 AM,8891.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.71929844866277, -122.43238518661894)",9.0,7.0,6.0,28861.0,5.0
23150000-SW-Right,23150000,5990478.23699,2096976.67775,19TH AVE: WAWONA ST intersection,SW,Right,37.73745472924431,-122.47528855528242,11/10/2020 06:44:16 AM,16687.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.73745472924431, -122.47528855528242)",1.0,8.0,4.0,29491.0,40.0
26239000-N-Left,26239000,5997458.25781,2102301.77964,PANORAMA DR: STARVIEW WAY intersection,N,Left,37.75229928377594,-122.4516873701133,11/10/2020 06:44:16 AM,34057.0,0,,,,,,,,,,,,,,,,,,,,,Y29,0,"(37.75229928377594, -122.4516873701133)",1.0,5.0,4.0,63.0,38.0
21366000-NW-Left,21366000,6003579.85088,2086629.09609,LAPHAM WAY: ROBINSON DR intersection,NW,Left,37.709614765279866,-122.42926866764186,11/10/2020 06:44:16 AM,6997.0,0,,,,,,,,,,,,,,,,,,,,,Y44,0,"(37.709614765279866, -122.42926866764186)",9.0,7.0,6.0,28861.0,5.0
2387000-NE-MB,2387000,5988115.90525,2090029.549667,ARBALLO DR: HIGUERA AVE to GONZALEZ DR (481 - 562),NE,MB,37.7179278246013,-122.48318250412304,11/10/2020 06:44:16 AM,52439.0,0,,,,,,0.0,,,,,,,,,,,,,,,Y44,0,"(37.717927824601304, -122.48318250412304)",1.0,8.0,4.0,64.0,14.0
