locID,CNN,xLoc,yLoc,LocationDescription,curbReturnLoc,positionOnReturn,Latitude,Longitude,LastUpdate,InvenID,conditionScore,detectableSurf,vitalFacilities,heavyTraffic,lipTooHigh,probStreetMeetCR,possBasementObstacle,signalPoleInWing,catchBasinFrontOfCR,insideCrosswalk,surfCond,slopeWing,flushToCorner,colorContrast,paintedRed,topClearance,sideClearance,CRTooNarrow,levelLandTop,levelLandBottom,slopeRangeID,crPossible,crExist,Location,Fire Prevention Districts,Police Districts,Supervisor Districts,Zip Codes,Neighborhoods (old)
24762000-NW-Right,24762000,6011641.72025,2118382.93153,MONTGOMERY ST: PACIFIC AVE intersection,NW,Right,37.79729809098605,-122.40367597579365,11/10/2020 06:44:16 AM,26196.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.79729809098605, -122.40367597579363)",3.0,1.0,10.0,308.0,23.0
25465000-S-Right,25465000,6008796.09058,2120382.51709,COLUMBUS AVE: LOMBARD ST intersection,S,Right,37.80274318824088,-122.41371875013056,11/10/2020 06:44:16 AM,29508.0,40,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,0.0,3.0,,1,"(37.802743188240875, -122.41371875013056)",3.0,1.0,10.0,308.0,23.0
33498000-NW-Center,33498000,5998503.36005,2100156.14252,GLENVIEW DR: PORTOLA DR intersection,NW,Center,37.74643814548762,-122.44778610519302,11/10/2020 06:44:16 AM,48115.0,47,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.74643814548762, -122.44778610519302)",2.0,7.0,5.0,63.0,38.0
24924000-NE-Left,24924000,6009544.48363,2113311.85112,TAYLOR ST: TURK ST intersection,NE,Left,37.7832142991752,-122.41076482784707,11/10/2020 06:44:16 AM,26889.0,27,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.7832142991752, -122.41076482784707)",14.0,10.0,9.0,28852.0,36.0
22195000-N-Left,22195000,5996713.47353,2089749.46058,JOSIAH AVE: LAKEVIEW AVE intersection,N,Left,37.71776787075168,-122.4533776198614,11/10/2020 06:44:16 AM,11669.0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.71776787075168, -122.45337761986141)",9.0,8.0,6.0,28861.0,24.0
26035000-SE-Right,26035000,6001330.68051,2109350.11659,BRODERICK ST: PAGE ST intersection,SE,Right,37.7719904099491,-122.4388991016941,11/10/2020 06:44:16 AM,32988.0,33,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,0.0,4.0,,1,"(37.7719904099491, -122.4388991016941)",15.0,5.0,11.0,29492.0,9.0
21621000-N-Center,21621000,6004515.13706,2091424.92738,EXCELSIOR AVE: MOSCOW ST intersection,N,Center,37.72282558948729,-122.42646815236382,11/10/2020 06:44:16 AM,8357.0,35,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,,1,"(37.72282558948729, -122.42646815236382)",9.0,7.0,6.0,28861.0,5.0
24635000-S-Left,24635000,6011229.97961,2113834.37796,04TH ST: JESSIE ST intersection,S,Left,37.78490828620494,-122.40479506152596,11/10/2020 06:44:16 AM,25554.0,37,,,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,0.0,1.0,,4.0,,1,"(37.78490828620494, -122.40479506152595)",12.0,2.0,9.0,28853.0,6.0
24792000-NW-Right,24792000,6011060.08001,2118308.45957,COLUMBUS AVE: PACIFIC AVE intersection,NW,Right,37.79706457686756,-122.4055129358612,11/10/2020 06:44:16 AM,26330.0,35,0.0,1.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.797064576867555, -122.4055129358612)",3.0,1.0,10.0,308.0,4.0
27680000-NE-Right,27680000,5985985.02189,2103025.78508,33RD AVE: NORIEGA ST intersection,NE,Right,37.753579312625234,-122.4914751668635,11/10/2020 06:44:16 AM,43371.0,20,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.753579312625234, -122.4914751668635)",1.0,8.0,3.0,56.0,35.0
27686000-NW-Left,27686000,5985920.02596,2103697.16103,33RD AVE: MORAGA ST intersection,NW,Left,37.75544579793776,-122.49160483784132,11/10/2020 06:44:16 AM,50982.0,15,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.75544579793776, -122.49160483784132)",1.0,8.0,3.0,56.0,35.0
24440000-NE-Left,24440000,6007683.69142,2112708.41827,GOLDEN GATE AVE: LARKIN ST intersection,NE,Left,37.7814474810589,-122.41714561198096,11/10/2020 06:44:16 AM,24573.0,22,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,0.0,4.0,,1,"(37.7814474810589, -122.41714561198096)",7.0,9.0,9.0,28852.0,36.0
25166000-NE-Left,25166000,6007926.09284,2114473.01776,GEARY ST: HYDE ST intersection,NE,Left,37.78631020454233,-122.4164491230206,11/10/2020 06:44:16 AM,27995.0,37,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78631020454233, -122.41644912302061)",13.0,1.0,9.0,28858.0,36.0
33228000-W-Left,33228000,6013226.00645,2089120.48185,LE CONTE AVE: MEADE AVE intersection,W,Left,37.71703791602487,-122.39613647290032,11/10/2020 06:44:16 AM,47398.0,42,,,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,,3.0,,1,"(37.71703791602487, -122.39613647290032)",10.0,3.0,8.0,58.0,1.0
22643000-N-Left,22643000,5995612.02921,2093919.3092,EASTWOOD DR: MONTECITO AVE intersection,N,Left,37.729185538141365,-122.45749139287224,11/10/2020 06:44:16 AM,13881.0,50,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,4.0,,1,"(37.729185538141365, -122.45749139287223)",9.0,7.0,4.0,28861.0,40.0
26978000-NW-Right,26978000,6000769.14488,2119999.72259,ALHAMBRA ST: FRANCISCO ST \ SCOTT ST intersection,NW,Right,37.80112568572251,-122.441368273165,11/10/2020 06:44:16 AM,38820.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.80112568572251, -122.441368273165)",13.0,9.0,1.0,57.0,17.0
24936000-SE-Center,24936000,6008973.3647,2113875.56095,ELLIS ST: JONES ST intersection,SE,Center,37.784866231304605,-122.41278212835071,11/10/2020 06:44:16 AM,26965.0,46,0.0,0.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,1.0,1.0,4.0,,1,"(37.784866231304605, -122.41278212835073)",7.0,10.0,9.0,28852.0,36.0
25782000-SW-Right,25782000,6003562.06974,2103878.95594,LIBERTY ST: SANCHEZ ST intersection,SW,Right,37.75712499151364,-122.43067849483808,11/10/2020 06:44:16 AM,31428.0,24,,,,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,4.0,,1,"(37.757124991513635, -122.43067849483808)",2.0,4.0,5.0,28862.0,3.0
24909000-SE-Center,24909000,6010213.13125,2115435.53847,POWELL ST: SUTTER ST intersection,SE,Center,37.78922560106705,-122.40859504531775,11/10/2020 06:44:16 AM,26789.0,17,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,0.0,0.0,0.0,4.0,,1,"(37.78922560106705, -122.40859504531775)",5.0,1.0,10.0,28852.0,21.0
21466000-SE-Right,21466000,5999926.58653,2087148.69118,BRUNSWICK ST: CONCORD ST intersection,SE,Right,37.71094405489345,-122.4421561643348,11/10/2020 06:44:16 AM,7553.0,35,0.0,,,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,,,,0.0,0.0,0.0,3.0,,1,"(37.71094405489345, -122.4421561643348)",9.0,7.0,6.0,28861.0,5.0
26466000-NW-Right,26466000,5997665.21835,2111680.05911,CHABOT TER: TURK BLVD intersection,NW,Right,37.77805209273146,-122.4515431394618,11/10/2020 06:44:16 AM,35379.0,42,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.778052092731464, -122.45154313946179)",15.0,6.0,2.0,54.0,16.0
27634000-SE-Right,27634000,5990243.05668,2114706.95627,18TH AVE: LAKE ST intersection,SE,Right,37.78607978076009,-122.47764405770327,11/10/2020 06:44:16 AM,43114.0,42,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78607978076009, -122.47764405770329)",11.0,6.0,2.0,55.0,26.0
24009000-NE-Right,24009000,6009870.37406,2105048.64422,19TH ST: YORK ST intersection,NE,Right,37.76054302393128,-122.4090328257707,11/10/2020 06:44:16 AM,22067.0,23,0.0,0.0,0.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,1.0,4.0,,1,"(37.760543023931284, -122.4090328257707)",2.0,4.0,8.0,28859.0,19.0
33603000-NE-Right,33603000,5999927.53108,2086149.22959,BELLEVUE AVE: GUTTENBERG ST intersection,NE,Right,37.7080575986674,-122.44198634715184,11/10/2020 06:44:16 AM,48345.0,42,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.708057598667395, -122.44198634715183)",,,,28588.0,
24577000-SW-Right,24577000,6013180.86186,2118234.30617,DAVIS CT: DAVIS ST \ JACKSON ST intersection,SW,Right,37.79709203979487,-122.3983331485549,11/10/2020 06:44:16 AM,25265.0,37,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.79709203979487, -122.3983331485549)",3.0,1.0,10.0,28860.0,6.0
23164000-SE-Left,23164000,5989737.69254,2095923.90263,22ND AVE: SLOAT BLVD intersection,SE,Left,37.73451214289993,-122.47797779487864,11/10/2020 06:44:16 AM,16780.0,47,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,4.0,,1,"(37.73451214289993, -122.47797779487865)",1.0,8.0,4.0,64.0,35.0
20044000-E-Left,20044000,6019716.54006,2093758.95552,DORMITORY RD: JERROLD AVE \ NORTHRIDGE RD intersection,E,Left,37.73017666304669,-122.37421733361792,11/10/2020 06:44:16 AM,79.0,49,,,,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,1.0,,,,1.0,0.0,,4.0,,1,"(37.730176663046684, -122.37421733361792)",10.0,3.0,8.0,58.0,1.0
24925000-SE-Center,24925000,6009498.46371,2113602.44437,EDDY ST: TAYLOR ST intersection,SE,Center,37.78414099873429,-122.4109516184119,11/10/2020 06:44:16 AM,26900.0,15,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.784140998734294, -122.4109516184119)",14.0,10.0,9.0,28852.0,36.0
26998000-SE-Right,26998000,6000167.68185,2121264.3631,DIVISADERO ST: JEFFERSON ST intersection,SE,Right,37.80463785854284,-122.44379196678156,11/10/2020 06:44:16 AM,38950.0,48,0.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.80463785854284, -122.44379196678157)",13.0,9.0,1.0,57.0,17.0
20136000-N-Right,20136000,6017012.53136,2093693.79521,INGALLS ST: PALOU AVE intersection,N,Right,37.72973753905399,-122.38343118370489,11/10/2020 06:44:16 AM,466.0,40,0.0,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.72973753905399, -122.38343118370487)",10.0,3.0,8.0,58.0,1.0
25636000-SW-Left,25636000,6004454.32419,2101307.43681,25TH ST: CHURCH ST intersection,SW,Left,37.75009696169388,-122.42727744908444,11/10/2020 06:44:16 AM,30451.0,37,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.75009696169388, -122.42727744908443)",2.0,4.0,5.0,28862.0,22.0
25762000-NW-Right,25762000,6001827.0427,2102371.17779,23RD ST: DIAMOND ST intersection,NW,Right,37.75275955930944,-122.43645426627504,11/10/2020 06:44:16 AM,31289.0,35,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.75275955930944, -122.43645426627504)",2.0,4.0,5.0,28862.0,22.0
20207000-NE-Left,20207000,6016201.48705,2096242.5867,CASHMERE ST: DUKES CT intersection,NE,Left,37.73671970949157,-122.38656998145082,11/10/2020 06:44:16 AM,814.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.736719709491574, -122.38656998145082)",10.0,3.0,8.0,58.0,1.0
26359000-SE-Left,26359000,6000524.9062,2111657.62674,BAKER ST: GOLDEN GATE AVE intersection,SE,Left,37.77829953983474,-122.44186564058808,11/10/2020 06:44:16 AM,52057.0,20,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.77829953983474, -122.44186564058808)",15.0,5.0,11.0,29490.0,41.0
24729000-NE-Left,24729000,6011917.97265,2116773.85568,CALIFORNIA ST: MONTGOMERY ST intersection,NE,Left,37.79285120806557,-122.40276676960072,11/10/2020 06:44:16 AM,25993.0,40,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79285120806557, -122.40276676960073)",4.0,1.0,10.0,28854.0,6.0
25030000-NW-Left,25030000,6010780.67047,2117945.00196,GRANT AVE: JACKSON ST intersection,NW,Left,37.79602473637794,-122.40665235213466,11/10/2020 06:44:16 AM,27383.0,30,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.796024736377944, -122.40665235213466)",3.0,1.0,10.0,28857.0,4.0
23275000-SW-Left,23275000,5988174.18943,2100991.53521,26TH AVE: QUINTARA ST intersection,SW,Left,37.74831449984585,-122.4835817902899,11/10/2020 06:44:16 AM,17543.0,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,1.0,1.0,1.0,0.0,0.0,4.0,,1,"(37.74831449984585, -122.4835817902899)",1.0,8.0,3.0,29491.0,35.0
26398000-NE-Left,26398000,5999472.98508,2112826.8101,ANZAVISTA AVE: OFARRELL ST intersection,NE,Left,37.78132067409094,-122.44558381066808,11/10/2020 06:44:16 AM,34977.0,48,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,,1,"(37.78132067409094, -122.44558381066808)",15.0,5.0,1.0,29490.0,16.0
21621000-E-Right,21621000,6004553.50247,2091409.40018,EXCELSIOR AVE: MOSCOW ST intersection,E,Right,37.72282558948729,-122.42646815236382,11/10/2020 06:44:16 AM,8356.0,15,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.72282558948729, -122.42646815236382)",9.0,7.0,6.0,28861.0,5.0
26797000-SW-Right,26797000,6001955.58805,2121731.16532,FILLMORE ST: RETIRO WAY intersection,SW,Right,37.80626238136853,-122.437432925146,11/10/2020 06:44:16 AM,37582.0,49,,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,1.0,,,4.0,,1,"(37.80626238136853, -122.437432925146)",13.0,9.0,1.0,57.0,17.0
25215000-NE-Right,25215000,6006459.53639,2114626.69396,POST ST: VAN NESS AVE intersection,NE,Right,37.78661894708069,-122.42157011518414,11/10/2020 06:44:16 AM,28326.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78661894708069, -122.42157011518414)",13.0,9.0,11.0,28858.0,41.0
21159000-SE-Left,21159000,6008746.89369,2100027.6664,PRECITA AVE: TREAT AVE intersection,SE,Left,37.74682498639277,-122.41254705001752,11/10/2020 06:44:16 AM,5864.0,40,1.0,1.0,0.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.746824986392774, -122.41254705001752)",2.0,7.0,7.0,28859.0,2.0
24876000-SE-Right,24876000,6011365.82087,2120736.53214,LOMBARD ST: MONTGOMERY ST intersection,SE,Right,37.80383265693825,-122.40498624477988,11/10/2020 06:44:16 AM,26621.0,49,,,,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,,,,1.0,0.0,,4.0,,1,"(37.80383265693825, -122.40498624477988)",3.0,1.0,10.0,28860.0,23.0
25713000-NE-Right,25713000,6003710.84405,2104234.72951,20TH ST: SANCHEZ ST intersection,NE,Right,37.757954547793794,-122.43026851630276,11/10/2020 06:44:16 AM,30946.0,49,,,,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.757954547793794, -122.43026851630276)",2.0,4.0,5.0,28862.0,3.0
24904000-NW-Right,24904000,6010296.49164,2114454.63525,OFARRELL ST: POWELL ST intersection,NW,Right,37.78640959961932,-122.40803623649244,11/10/2020 06:44:16 AM,26752.0,10,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.78640959961932, -122.40803623649245)",5.0,10.0,10.0,28852.0,36.0
23599000-SW-Right,23599000,6015618.97988,2114218.70677,BEALE ST: BRYANT ST \ DELANCEY ST intersection,SW,Right,37.786223763387575,-122.38963664068876,11/10/2020 06:44:16 AM,19586.0,40,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,3.0,,1,"(37.786223763387575, -122.38963664068875)",6.0,2.0,9.0,28855.0,6.0
23511000-SW-Left,23511000,5981400.35915,2099399.53774,48TH AVE: SANTIAGO ST intersection,SW,Left,37.74354823555822,-122.5068967897754,11/10/2020 06:44:16 AM,19152.0,37,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,4.0,,1,"(37.74354823555822, -122.5068967897754)",1.0,8.0,3.0,29491.0,35.0
24741000-SW-Left,24741000,6011034.04332,2115899.30231,BUSH ST: GRANT AVE intersection,SW,Left,37.79056522406033,-122.4055737455736,11/10/2020 06:44:16 AM,26068.0,43,0.0,1.0,1.0,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,,1.0,0.0,0.0,3.0,,1,"(37.79056522406033, -122.4055737455736)",5.0,1.0,10.0,28857.0,6.0
27364000-SE-Left,27364000,5990293.54904,2105139.51084,19TH AVE: KIRKHAM ST intersection,SE,Left,37.75983392261373,-122.47681389245508,11/10/2020 06:44:16 AM,41266.0,40,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.75983392261373, -122.47681389245507)",1.0,8.0,4.0,56.0,12.0
23749000-SW-Left,23749000,6012296.42728,2106068.03096,CAROLINA ST: MARIPOSA ST intersection,SW,Left,37.76361913522125,-122.40051423996434,11/10/2020 06:44:16 AM,20487.0,45,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,4.0,,1,"(37.76361913522125, -122.40051423996434)",14.0,3.0,8.0,28856.0,29.0
22286000-NE-Center,22286000,5999445.36104,2095499.78128,DETROIT ST: MELROSE AVE intersection,NE,Center,37.73381105881085,-122.444320121488,11/10/2020 06:44:16 AM,52929.0,36,,,,,,,,,,,,,,,,,,,,5.0,,1,"(37.73381105881085, -122.444320121488)",9.0,7.0,4.0,63.0,40.0
26464000-NE-Left,26464000,5998225.48921,2111758.43559,ROSELYN TER: TURK BLVD intersection,NE,Left,37.7782769946863,-122.449767079299,11/10/2020 06:44:16 AM,35363.0,40,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.7782769946863, -122.449767079299)",15.0,6.0,2.0,54.0,16.0
22359000-SW-Left-BT,22359000,5997445.07017,2095523.52974,GENNESSEE ST: MELROSE AVE intersection,SW,Left,37.73380153533744,-122.45116854033026,11/10/2020 06:44:16 AM,12485.0,28,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.73380153533744, -122.45116854033026)",9.0,7.0,4.0,59.0,40.0
21282000-SE-Center,21282000,6008053.07717,2099399.03807,SHOTWELL ST: STONEMAN ST intersection,SE,Center,37.74504505567508,-122.41492075543518,11/10/2020 06:44:16 AM,6555.0,45,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,1.0,,1,"(37.74504505567508, -122.41492075543518)",2.0,7.0,7.0,28859.0,2.0
24726000-SE-Left,24726000,6011969.65857,2116373.27249,MONTGOMERY ST: PINE ST intersection,SE,Left,37.79189892565696,-122.4025713303699,11/10/2020 06:44:16 AM,25978.0,40,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.79189892565696, -122.4025713303699)",4.0,1.0,10.0,28854.0,6.0
23604000-W-Left,23604000,6015928.22677,2115471.26905,HARRISON ST: THE EMBARCADERO intersection,W,Left,37.78957190514558,-122.38848118717854,11/10/2020 06:44:16 AM,19621.0,47,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,1.0,0.0,0.0,4.0,,1,"(37.78957190514558, -122.38848118717854)",6.0,2.0,9.0,28855.0,6.0
23334000-SE-Left,23334000,5986791.09443,2095831.13575,SLOAT BLVD: SPRINGFIELD DR intersection,SE,Left,37.73407475593981,-122.48816697084564,11/10/2020 06:44:16 AM,17862.0,45,,,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,4.0,,1,"(37.73407475593981, -122.48816697084565)",1.0,8.0,4.0,64.0,35.0
32890000-SW-Center-BT,32890000,5984139.88287,2095764.96364,39TH AVE: SKYLINE BLVD \ SLOAT BLVD intersection,SW,Center,37.73377082933157,-122.49663599704203,11/10/2020 06:44:16 AM,51535.0,27,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.73377082933157, -122.49663599704205)",1.0,8.0,4.0,64.0,35.0
25443000-NE-Right,25443000,6009204.1208,2119797.44642,FILBERT ST: SCOTLAND ST intersection,NE,Right,37.80100899902968,-122.41230726077175,11/10/2020 06:44:16 AM,29393.0,15,0.0,1.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.801008999029676, -122.41230726077177)",3.0,1.0,10.0,308.0,4.0
27797000-NE-Center,27797000,5983104.80259,2105642.04067,42ND AVE: JUDAH ST intersection,NE,Center,37.76061394077834,-122.50163964573372,11/10/2020 06:44:16 AM,44276.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,,1,"(37.76061394077834, -122.50163964573372)",1.0,8.0,3.0,56.0,35.0
26402000-SW-Left,26402000,5998648.38043,2107241.69003,CARL ST: CLAYTON ST intersection,SW,Left,37.76607220161213,-122.44782379231232,11/10/2020 06:44:16 AM,35005.0,45,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,,3.0,,1,"(37.76607220161213, -122.44782379231233)",15.0,5.0,11.0,29492.0,9.0
23710000-NE-Right,23710000,6011976.18251,2102834.94589,23RD ST: RHODE ISLAND ST intersection,NE,Right,37.754570541708574,-122.40158938872456,11/10/2020 06:44:16 AM,20241.0,20,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.754570541708574, -122.40158938872456)",10.0,3.0,8.0,28856.0,29.0
27007000-NE-Right,27007000,5999332.58542,2120161.35251,BAKER ST: BAY ST intersection,NE,Right,37.801417773757215,-122.44653029130734,11/10/2020 06:44:16 AM,39020.0,48,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,,1.0,1.0,0.0,4.0,,1,"(37.801417773757215, -122.44653029130734)",13.0,9.0,1.0,57.0,17.0
27675000-SW-Right,27675000,5986871.65496,2102971.52895,30TH AVE: NORIEGA ST intersection,SW,Right,37.75372088847784,-122.48826408062328,11/10/2020 06:44:16 AM,43333.0,45,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,,1,"(37.753720888477844, -122.48826408062328)",1.0,8.0,3.0,56.0,35.0
26760000-NE-Left,26760000,6003167.48884,2120686.97285,BAY ST: BUCHANAN ST intersection,NE,Left,37.80305687157062,-122.43332795615042,11/10/2020 06:44:16 AM,37386.0,49,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,,1.0,,1.0,,,,1.0,,0.0,4.0,,1,"(37.80305687157062, -122.43332795615042)",13.0,9.0,1.0,57.0,17.0
22551000-SE-Right,22551000,5991503.94491,2089191.96268,19TH AVE: BEVERLY ST \ RANDOLPH ST \ SARGENT ST intersection,SE,Right,37.71612605780343,-122.4715720445192,11/10/2020 06:44:16 AM,13360.0,42,0.0,,,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,,1.0,,,,1.0,0.0,0.0,4.0,,1,"(37.71612605780343, -122.47157204451919)",9.0,8.0,6.0,64.0,24.0
20203000-E-Right,20203000,6016805.18204,2097761.89994,EVANS AVE: MENDELL ST intersection,E,Right,37.74089750319354,-122.38470554019835,11/10/2020 06:44:16 AM,790.0,22,0.0,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,,,0.0,0.0,0.0,4.0,,1,"(37.74089750319354, -122.38470554019835)",10.0,3.0,8.0,58.0,1.0
